name,boss_num,prog_time,guild_name
Stone Legion Generals,8,24.00298,So Fluffy
Sire Denathrius,9,25.25998,So Fluffy
Shriekwing,0,0.61129,Smooth Brains
Huntsman Altimor,1,0.43423,Smooth Brains
Hungering Destroyer,2,3.39008,Smooth Brains
Sun King's Salvation,3,1.07788,Smooth Brains
Artificer Xy'mox,4,6.4944,Smooth Brains
Lady Inerva Darkvein,5,1.70819,Smooth Brains
The Council of Blood,6,8.14439,Smooth Brains
Sludgefist,7,22.39987,Smooth Brains
Stone Legion Generals,8,18.90418,Smooth Brains
Sire Denathrius,9,0.01956,Smooth Brains
Shriekwing,0,0.99522,Qualify
Huntsman Altimor,1,0.48926,Qualify
Hungering Destroyer,2,2.61483,Qualify
Sun King's Salvation,3,3.67205,Qualify
Artificer Xy'mox,4,4.82076,Qualify
Lady Inerva Darkvein,5,3.62897,Qualify
The Council of Blood,6,5.42293,Qualify
Sludgefist,7,6.41883,Qualify
Stone Legion Generals,8,18.79718,Qualify
Sire Denathrius,9,23.33949,Qualify
Shriekwing,0,2.71025,Les Héritiers d Hyjal
Huntsman Altimor,1,1.18957,Les Héritiers d Hyjal
Hungering Destroyer,2,3.07813,Les Héritiers d Hyjal
Sun King's Salvation,3,8.3066,Les Héritiers d Hyjal
Artificer Xy'mox,4,0.02863,Les Héritiers d Hyjal
Lady Inerva Darkvein,5,20.26016,Les Héritiers d Hyjal
Shriekwing,0,0.13755,PepeLands
Huntsman Altimor,1,0.57104,PepeLands
Hungering Destroyer,2,1.09938,PepeLands
Sun King's Salvation,3,0.57511,PepeLands
Artificer Xy'mox,4,3.10576,PepeLands
Lady Inerva Darkvein,5,0.6088,PepeLands
The Council of Blood,6,11.08205,PepeLands
Sludgefist,7,0.01987,PepeLands
Shriekwing,0,0.16515,Riesen
Huntsman Altimor,1,1.28614,Riesen
Hungering Destroyer,2,4.99027,Riesen
Lady Inerva Darkvein,5,0.04764,Riesen
Shriekwing,0,0.29363,Tossic
Huntsman Altimor,1,1.16619,Tossic
Hungering Destroyer,2,4.65523,Tossic
Sun King's Salvation,3,4.58704,Tossic
Artificer Xy'mox,4,11.94785,Tossic
Lady Inerva Darkvein,5,4.08018,Tossic
The Council of Blood,6,9.91077,Tossic
Sludgefist,7,17.89042,Tossic
Stone Legion Generals,8,0.0385,Tossic
Shriekwing,0,0.70106,Spooked Brutosaurs
Huntsman Altimor,1,1.22411,Spooked Brutosaurs
Hungering Destroyer,2,5.76728,Spooked Brutosaurs
Sun King's Salvation,3,2.92912,Spooked Brutosaurs
Artificer Xy'mox,4,7.95023,Spooked Brutosaurs
Lady Inerva Darkvein,5,1.86529,Spooked Brutosaurs
The Council of Blood,6,0.02851,Spooked Brutosaurs
Shriekwing,0,0.35525,From Chaos
Huntsman Altimor,1,0.62216,From Chaos
Hungering Destroyer,2,3.15084,From Chaos
Sun King's Salvation,3,2.32687,From Chaos
Artificer Xy'mox,4,4.86398,From Chaos
Lady Inerva Darkvein,5,8.36755,From Chaos
The Council of Blood,6,0.035,From Chaos
Shriekwing,0,1.06223,Cup of Tea
Huntsman Altimor,1,3.17746,Cup of Tea
Hungering Destroyer,2,5.25508,Cup of Tea
Shriekwing,0,0.0877,The Wild Hunt
Huntsman Altimor,1,0.42737,The Wild Hunt
Hungering Destroyer,2,5.08097,The Wild Hunt
Sun King's Salvation,3,1.4441,The Wild Hunt
Artificer Xy'mox,4,5.38754,The Wild Hunt
Lady Inerva Darkvein,5,5.84601,The Wild Hunt
The Council of Blood,6,11.5446,The Wild Hunt
Sludgefist,7,5.26312,The Wild Hunt
Stone Legion Generals,8,0.04693,The Wild Hunt
Shriekwing,0,0.44601,Yiff Paw All Stars
Huntsman Altimor,1,0.33766,Yiff Paw All Stars
Hungering Destroyer,2,3.61992,Yiff Paw All Stars
Sun King's Salvation,3,2.34028,Yiff Paw All Stars
Artificer Xy'mox,4,3.69259,Yiff Paw All Stars
Lady Inerva Darkvein,5,2.9658,Yiff Paw All Stars
The Council of Blood,6,12.99913,Yiff Paw All Stars
Sludgefist,7,10.38106,Yiff Paw All Stars
Stone Legion Generals,8,26.38345,Yiff Paw All Stars
Sire Denathrius,9,0.01284,Yiff Paw All Stars
Shriekwing,0,0.10976,TheoryCraft
Huntsman Altimor,1,0.25147,TheoryCraft
Hungering Destroyer,2,1.97788,TheoryCraft
Sun King's Salvation,3,2.09326,TheoryCraft
Artificer Xy'mox,4,2.9247,TheoryCraft
Lady Inerva Darkvein,5,3.08808,TheoryCraft
The Council of Blood,6,11.73824,TheoryCraft
Sludgefist,7,10.47784,TheoryCraft
Stone Legion Generals,8,12.21028,TheoryCraft
Sire Denathrius,9,28.56728,TheoryCraft
Shriekwing,0,0.57265,Ethos
Huntsman Altimor,1,1.25597,Ethos
Hungering Destroyer,2,5.22954,Ethos
Sun King's Salvation,3,3.09624,Ethos
Artificer Xy'mox,4,9.28164,Ethos
Lady Inerva Darkvein,5,3.02521,Ethos
The Council of Blood,6,10.82693,Ethos
Sludgefist,7,5.66605,Ethos
Stone Legion Generals,8,23.3746,Ethos
Sire Denathrius,9,0.0249,Ethos
Shriekwing,0,0.42364,Dreamers
Huntsman Altimor,1,5.02547,Dreamers
Hungering Destroyer,2,6.66654,Dreamers
Sun King's Salvation,3,2.0398,Dreamers
Artificer Xy'mox,4,5.16612,Dreamers
Lady Inerva Darkvein,5,4.53307,Dreamers
The Council of Blood,6,16.27835,Dreamers
Sludgefist,7,0.01412,Dreamers
Shriekwing,0,0.24652,Forbidden Army
Huntsman Altimor,1,0.38411,Forbidden Army
Hungering Destroyer,2,0.47854,Forbidden Army
Sun King's Salvation,3,4.36594,Forbidden Army
Artificer Xy'mox,4,0.03148,Forbidden Army
The Council of Blood,6,0.03975,Forbidden Army
Shriekwing,0,0.37588,Quantic
Huntsman Altimor,1,3.49884,Quantic
Hungering Destroyer,2,7.9083,Quantic
Sun King's Salvation,3,0.03386,Quantic
Shriekwing,0,0.10664,jesting btw
Huntsman Altimor,1,1.50075,jesting btw
Hungering Destroyer,2,5.10109,jesting btw
Sun King's Salvation,3,5.41313,jesting btw
Artificer Xy'mox,4,5.3052,jesting btw
Lady Inerva Darkvein,5,0.70441,jesting btw
The Council of Blood,6,18.49157,jesting btw
Sludgefist,7,0.02137,jesting btw
Shriekwing,0,1.07491,One Shot Is Never Enough
Huntsman Altimor,1,1.9779,One Shot Is Never Enough
Hungering Destroyer,2,4.92087,One Shot Is Never Enough
Sun King's Salvation,3,0.0273,One Shot Is Never Enough
Lady Inerva Darkvein,5,0.06315,One Shot Is Never Enough
Shriekwing,0,0.27782,Ignoring Mechanics
Huntsman Altimor,1,1.43623,Ignoring Mechanics
Hungering Destroyer,2,1.91427,Ignoring Mechanics
Sun King's Salvation,3,5.34091,Ignoring Mechanics
Artificer Xy'mox,4,5.55657,Ignoring Mechanics
Lady Inerva Darkvein,5,2.97249,Ignoring Mechanics
The Council of Blood,6,21.49231,Ignoring Mechanics
Sludgefist,7,0.01824,Ignoring Mechanics
Shriekwing,0,1.03313,Rewritten
Huntsman Altimor,1,0.40369,Rewritten
Hungering Destroyer,2,5.67714,Rewritten
Sun King's Salvation,3,5.34645,Rewritten
Artificer Xy'mox,4,6.83771,Rewritten
Lady Inerva Darkvein,5,3.27087,Rewritten
The Council of Blood,6,14.12405,Rewritten
Sludgefist,7,12.91054,Rewritten
Stone Legion Generals,8,23.53434,Rewritten
Sire Denathrius,9,0.01497,Rewritten
Shriekwing,0,1.59876,Renovo
Huntsman Altimor,1,1.19132,Renovo
Hungering Destroyer,2,1.72807,Renovo
Sun King's Salvation,3,2.33936,Renovo
Artificer Xy'mox,4,1.3198,Renovo
Lady Inerva Darkvein,5,3.98405,Renovo
The Council of Blood,6,15.65498,Renovo
Sludgefist,7,9.6352,Renovo
Stone Legion Generals,8,0.02762,Renovo
Sire Denathrius,9,0.02107,Renovo
Shriekwing,0,0.65551,Fame
Huntsman Altimor,1,1.44701,Fame
Hungering Destroyer,2,0.11015,Fame
Sun King's Salvation,3,1.41504,Fame
Artificer Xy'mox,4,5.35622,Fame
Lady Inerva Darkvein,5,7.53306,Fame
The Council of Blood,6,15.53382,Fame
Sludgefist,7,10.41832,Fame
Stone Legion Generals,8,22.52687,Fame
Sire Denathrius,9,39.71136,Fame
Shriekwing,0,0.47722,Chilled
Huntsman Altimor,1,1.96569,Chilled
Hungering Destroyer,2,2.04128,Chilled
Sun King's Salvation,3,3.16295,Chilled
Artificer Xy'mox,4,8.62418,Chilled
Lady Inerva Darkvein,5,4.56338,Chilled
The Council of Blood,6,30.94569,Chilled
Sludgefist,7,9.82723,Chilled
Stone Legion Generals,8,25.86833,Chilled
Sire Denathrius,9,0.01995,Chilled
Shriekwing,0,2.18515,Midlife Crisis
Huntsman Altimor,1,1.56808,Midlife Crisis
Hungering Destroyer,2,3.45378,Midlife Crisis
Sun King's Salvation,3,6.37994,Midlife Crisis
Artificer Xy'mox,4,9.18474,Midlife Crisis
Lady Inerva Darkvein,5,7.91623,Midlife Crisis
The Council of Blood,6,0.02113,Midlife Crisis
Shriekwing,0,0.23311,Elite
Huntsman Altimor,1,0.90653,Elite
Hungering Destroyer,2,1.40243,Elite
Sun King's Salvation,3,2.70537,Elite
Artificer Xy'mox,4,1.49229,Elite
Lady Inerva Darkvein,5,2.21769,Elite
The Council of Blood,6,9.65663,Elite
Sludgefist,7,7.08868,Elite
Stone Legion Generals,8,155.28515,Elite
Sire Denathrius,9,135.37509,Elite
Shriekwing,0,4.20798,Scrap Collective
Huntsman Altimor,1,0.34316,Scrap Collective
Hungering Destroyer,2,3.95576,Scrap Collective
Sun King's Salvation,3,6.97219,Scrap Collective
Artificer Xy'mox,4,4.98813,Scrap Collective
Lady Inerva Darkvein,5,2.1196,Scrap Collective
The Council of Blood,6,0.01334,Scrap Collective
Shriekwing,0,0.46754,wet bandits
Huntsman Altimor,1,1.24922,wet bandits
Hungering Destroyer,2,6.4143,wet bandits
Sun King's Salvation,3,3.98119,wet bandits
Artificer Xy'mox,4,0.03066,wet bandits
Shriekwing,0,0.61415,Antimate Social Club
Huntsman Altimor,1,2.7855,Antimate Social Club
Hungering Destroyer,2,4.40761,Antimate Social Club
Sun King's Salvation,3,2.26884,Antimate Social Club
Artificer Xy'mox,4,4.24871,Antimate Social Club
Lady Inerva Darkvein,5,3.07074,Antimate Social Club
The Council of Blood,6,19.14519,Antimate Social Club
Sludgefist,7,14.70794,Antimate Social Club
Stone Legion Generals,8,0.02934,Antimate Social Club
Shriekwing,0,0.77396,Eminence
Huntsman Altimor,1,0.97336,Eminence
Hungering Destroyer,2,3.70935,Eminence
Sun King's Salvation,3,6.09674,Eminence
Artificer Xy'mox,4,6.33553,Eminence
Lady Inerva Darkvein,5,7.37807,Eminence
The Council of Blood,6,14.69185,Eminence
Sludgefist,7,21.53206,Eminence
Stone Legion Generals,8,52.47615,Eminence
Sire Denathrius,9,0.01399,Eminence
Shriekwing,0,0.27221,Big Richard Club
Huntsman Altimor,1,2.18164,Big Richard Club
Hungering Destroyer,2,2.537,Big Richard Club
Sun King's Salvation,3,9.46907,Big Richard Club
Artificer Xy'mox,4,0.02664,Big Richard Club
Lady Inerva Darkvein,5,6.24375,Big Richard Club
Shriekwing,0,0.59749,Neon
Huntsman Altimor,1,1.67123,Neon
Hungering Destroyer,2,12.24805,Neon
Sun King's Salvation,3,18.1532,Neon
Artificer Xy'mox,4,0.02867,Neon
Lady Inerva Darkvein,5,18.9033,Neon
Shriekwing,0,0.10832,Der alte Bund
Huntsman Altimor,1,2.51791,Der alte Bund
Hungering Destroyer,2,1.49971,Der alte Bund
Sun King's Salvation,3,0.08711,Der alte Bund
Artificer Xy'mox,4,0.66262,Der alte Bund
Lady Inerva Darkvein,5,3.15804,Der alte Bund
The Council of Blood,6,0.05113,Der alte Bund
Shriekwing,0,1.43092,Destinys Bane
Huntsman Altimor,1,0.39866,Destinys Bane
Hungering Destroyer,2,5.90174,Destinys Bane
Sun King's Salvation,3,8.67367,Destinys Bane
Artificer Xy'mox,4,8.41283,Destinys Bane
Lady Inerva Darkvein,5,7.37868,Destinys Bane
The Council of Blood,6,0.05924,Destinys Bane
Shriekwing,0,0.31437,Convert to Raid Omen
Huntsman Altimor,1,0.52479,Convert to Raid Omen
Hungering Destroyer,2,3.38846,Convert to Raid Omen
Sun King's Salvation,3,3.62441,Convert to Raid Omen
Artificer Xy'mox,4,6.42956,Convert to Raid Omen
Lady Inerva Darkvein,5,2.93583,Convert to Raid Omen
The Council of Blood,6,0.02347,Convert to Raid Omen
Shriekwing,0,0.25572,Vandals
Huntsman Altimor,1,1.93127,Vandals
Hungering Destroyer,2,6.14948,Vandals
Sun King's Salvation,3,9.89062,Vandals
Lady Inerva Darkvein,5,0.02329,Vandals
Shriekwing,0,0.68263,DRAGONS FOREVER
Huntsman Altimor,1,1.08774,DRAGONS FOREVER
Hungering Destroyer,2,2.83175,DRAGONS FOREVER
Sun King's Salvation,3,4.11237,DRAGONS FOREVER
Artificer Xy'mox,4,8.48648,DRAGONS FOREVER
Lady Inerva Darkvein,5,1.84581,DRAGONS FOREVER
The Council of Blood,6,7.80524,DRAGONS FOREVER
Sludgefist,7,8.90733,DRAGONS FOREVER
Stone Legion Generals,8,0.0172,DRAGONS FOREVER
Shriekwing,0,0.37033,PwnStarz
Huntsman Altimor,1,0.50466,PwnStarz
Hungering Destroyer,2,3.60642,PwnStarz
Sun King's Salvation,3,1.75508,PwnStarz
Artificer Xy'mox,4,3.51798,PwnStarz
Lady Inerva Darkvein,5,7.72834,PwnStarz
The Council of Blood,6,0.01084,PwnStarz
Shriekwing,0,1.27147,Denial
Huntsman Altimor,1,0.98575,Denial
Hungering Destroyer,2,3.44717,Denial
Sun King's Salvation,3,2.6815,Denial
Artificer Xy'mox,4,2.90407,Denial
Lady Inerva Darkvein,5,3.763,Denial
The Council of Blood,6,13.12568,Denial
Sludgefist,7,11.26398,Denial
Stone Legion Generals,8,13.66919,Denial
Sire Denathrius,9,35.38551,Denial
Shriekwing,0,3.30139,Pyrrhic
Huntsman Altimor,1,0.97624,Pyrrhic
Hungering Destroyer,2,2.109,Pyrrhic
Sun King's Salvation,3,2.90289,Pyrrhic
Artificer Xy'mox,4,5.22447,Pyrrhic
Lady Inerva Darkvein,5,4.81533,Pyrrhic
The Council of Blood,6,0.01615,Pyrrhic
Shriekwing,0,0.37533,Colour
Huntsman Altimor,1,1.18252,Colour
Hungering Destroyer,2,2.11976,Colour
Sun King's Salvation,3,2.35076,Colour
Artificer Xy'mox,4,2.63968,Colour
Lady Inerva Darkvein,5,2.23674,Colour
The Council of Blood,6,8.55667,Colour
Sludgefist,7,7.94407,Colour
Stone Legion Generals,8,18.37244,Colour
Sire Denathrius,9,6.48156,Colour
Shriekwing,0,0.56709,Tactics
Huntsman Altimor,1,0.79828,Tactics
Hungering Destroyer,2,2.49674,Tactics
Sun King's Salvation,3,5.4074,Tactics
Lady Inerva Darkvein,5,0.65635,Tactics
Shriekwing,0,1.28101,Invictus Mortiferis
Huntsman Altimor,1,2.29712,Invictus Mortiferis
Hungering Destroyer,2,1.79498,Invictus Mortiferis
Sun King's Salvation,3,10.0909,Invictus Mortiferis
Artificer Xy'mox,4,4.50549,Invictus Mortiferis
Lady Inerva Darkvein,5,3.7846,Invictus Mortiferis
The Council of Blood,6,0.02848,Invictus Mortiferis
Shriekwing,0,1.9021,Ad Hominem
Huntsman Altimor,1,2.29931,Ad Hominem
Hungering Destroyer,2,5.53579,Ad Hominem
Sun King's Salvation,3,4.39114,Ad Hominem
Artificer Xy'mox,4,9.82537,Ad Hominem
Lady Inerva Darkvein,5,1.32929,Ad Hominem
The Council of Blood,6,11.47726,Ad Hominem
Sludgefist,7,7.35331,Ad Hominem
Stone Legion Generals,8,22.75447,Ad Hominem
Sire Denathrius,9,0.01382,Ad Hominem
Shriekwing,0,1.91074,Ordered Chaos
Huntsman Altimor,1,1.96867,Ordered Chaos
Hungering Destroyer,2,2.39404,Ordered Chaos
Sun King's Salvation,3,6.75807,Ordered Chaos
Artificer Xy'mox,4,1.13283,Ordered Chaos
Lady Inerva Darkvein,5,3.41276,Ordered Chaos
The Council of Blood,6,0.03382,Ordered Chaos
Shriekwing,0,0.16905,Sacred Crusade
Huntsman Altimor,1,1.33049,Sacred Crusade
Hungering Destroyer,2,3.65726,Sacred Crusade
Sun King's Salvation,3,0.02779,Sacred Crusade
Lady Inerva Darkvein,5,0.02466,Sacred Crusade
Shriekwing,0,0.21113,DONT RELEASE
Huntsman Altimor,1,1.94334,DONT RELEASE
Hungering Destroyer,2,7.20742,DONT RELEASE
Sun King's Salvation,3,3.14408,DONT RELEASE
Artificer Xy'mox,4,0.02457,DONT RELEASE
Lady Inerva Darkvein,5,8.81124,DONT RELEASE
Shriekwing,0,0.66659,Wípe It
Huntsman Altimor,1,2.10917,Wípe It
Hungering Destroyer,2,7.48435,Wípe It
Sun King's Salvation,3,4.0836,Wípe It
Artificer Xy'mox,4,4.65208,Wípe It
Lady Inerva Darkvein,5,5.87302,Wípe It
The Council of Blood,6,0.01252,Wípe It
Shriekwing,0,1.3479,Easy Two Chest
Huntsman Altimor,1,2.07065,Easy Two Chest
Hungering Destroyer,2,4.06793,Easy Two Chest
Sun King's Salvation,3,5.15531,Easy Two Chest
Artificer Xy'mox,4,5.86613,Easy Two Chest
Lady Inerva Darkvein,5,6.91124,Easy Two Chest
The Council of Blood,6,0.0302,Easy Two Chest
Shriekwing,0,0.65908,Purified
Huntsman Altimor,1,1.3823,Purified
Hungering Destroyer,2,1.2846,Purified
Sun King's Salvation,3,2.70824,Purified
Artificer Xy'mox,4,1.60908,Purified
Lady Inerva Darkvein,5,4.91923,Purified
The Council of Blood,6,7.25719,Purified
Sludgefist,7,4.60033,Purified
Stone Legion Generals,8,22.82032,Purified
Sire Denathrius,9,20.2275,Purified
Shriekwing,0,1.56081,Stormwall
Huntsman Altimor,1,1.26804,Stormwall
Hungering Destroyer,2,2.91363,Stormwall
Sun King's Salvation,3,0.98398,Stormwall
Artificer Xy'mox,4,2.83524,Stormwall
Lady Inerva Darkvein,5,2.78954,Stormwall
The Council of Blood,6,8.75212,Stormwall
Sludgefist,7,6.61785,Stormwall
Stone Legion Generals,8,19.68813,Stormwall
Sire Denathrius,9,19.64335,Stormwall
Shriekwing,0,0.06451,Sieged
Huntsman Altimor,1,0.06657,Sieged
Hungering Destroyer,2,0.07657,Sieged
Sun King's Salvation,3,0.19239,Sieged
Artificer Xy'mox,4,0.17843,Sieged
Lady Inerva Darkvein,5,0.29357,Sieged
The Council of Blood,6,0.39177,Sieged
Sludgefist,7,0.37227,Sieged
Stone Legion Generals,8,23.70092,Sieged
Sire Denathrius,9,58.58218,Sieged
Shriekwing,0,0.77721,Inexorable Brutality
Huntsman Altimor,1,0.77714,Inexorable Brutality
Hungering Destroyer,2,3.79772,Inexorable Brutality
Sun King's Salvation,3,5.21055,Inexorable Brutality
Artificer Xy'mox,4,8.38434,Inexorable Brutality
Lady Inerva Darkvein,5,2.80903,Inexorable Brutality
The Council of Blood,6,7.11337,Inexorable Brutality
Sludgefist,7,10.4613,Inexorable Brutality
Stone Legion Generals,8,0.01315,Inexorable Brutality
Shriekwing,0,1.49069,Minimal Effort
Huntsman Altimor,1,3.72994,Minimal Effort
Hungering Destroyer,2,6.24639,Minimal Effort
Sun King's Salvation,3,0.02328,Minimal Effort
Artificer Xy'mox,4,2.94855,Minimal Effort
Lady Inerva Darkvein,5,-0.0378,Minimal Effort
Shriekwing,0,0.17275,We Have Jobs Too
Huntsman Altimor,1,0.17983,We Have Jobs Too
Hungering Destroyer,2,4.48911,We Have Jobs Too
Sun King's Salvation,3,8.42335,We Have Jobs Too
Artificer Xy'mox,4,3.41392,We Have Jobs Too
Lady Inerva Darkvein,5,11.1253,We Have Jobs Too
The Council of Blood,6,0.01983,We Have Jobs Too
Shriekwing,0,0.06458,Providence
Huntsman Altimor,1,0.31001,Providence
Hungering Destroyer,2,6.47941,Providence
Sun King's Salvation,3,0.99791,Providence
Artificer Xy'mox,4,0.28026,Providence
Lady Inerva Darkvein,5,0.36601,Providence
The Council of Blood,6,4.30847,Providence
Sludgefist,7,0.02587,Providence
Stone Legion Generals,8,0.06178,Providence
Sire Denathrius,9,34.67344,Providence
Shriekwing,0,0.89476,Almost Perfect
Huntsman Altimor,1,1.18011,Almost Perfect
Hungering Destroyer,2,3.90898,Almost Perfect
Sun King's Salvation,3,3.20866,Almost Perfect
Artificer Xy'mox,4,1.82583,Almost Perfect
Lady Inerva Darkvein,5,0.18925,Almost Perfect
The Council of Blood,6,5.89114,Almost Perfect
Sludgefist,7,8.7954,Almost Perfect
Stone Legion Generals,8,25.38824,Almost Perfect
Sire Denathrius,9,0.02685,Almost Perfect
Shriekwing,0,1.03877,Hi Five
Huntsman Altimor,1,1.98692,Hi Five
Hungering Destroyer,2,2.58365,Hi Five
Sun King's Salvation,3,4.05427,Hi Five
Artificer Xy'mox,4,2.44966,Hi Five
Lady Inerva Darkvein,5,6.74093,Hi Five
The Council of Blood,6,12.40036,Hi Five
Sludgefist,7,10.36376,Hi Five
Stone Legion Generals,8,22.10218,Hi Five
Sire Denathrius,9,0.03669,Hi Five
Shriekwing,0,0.25807,Lost Crusaders
Huntsman Altimor,1,0.22006,Lost Crusaders
Hungering Destroyer,2,6.04194,Lost Crusaders
Sun King's Salvation,3,0.02186,Lost Crusaders
Shriekwing,0,0.50845,none of the above
Huntsman Altimor,1,0.60773,none of the above
Hungering Destroyer,2,3.18851,none of the above
Sun King's Salvation,3,2.49721,none of the above
Artificer Xy'mox,4,1.62822,none of the above
Lady Inerva Darkvein,5,0.61438,none of the above
The Council of Blood,6,0.0138,none of the above
Shriekwing,0,0.30013,Potter Puppet Pals
Huntsman Altimor,1,0.68367,Potter Puppet Pals
Hungering Destroyer,2,0.0445,Potter Puppet Pals
Lady Inerva Darkvein,5,0.08224,Potter Puppet Pals
The Council of Blood,6,11.48777,Potter Puppet Pals
Shriekwing,0,0.27903,Hidden Chamber
Huntsman Altimor,1,1.70093,Hidden Chamber
Hungering Destroyer,2,6.77049,Hidden Chamber
Sun King's Salvation,3,0.02535,Hidden Chamber
Shriekwing,0,1.29806,Coomer
Huntsman Altimor,1,0.90915,Coomer
Hungering Destroyer,2,7.70723,Coomer
Sun King's Salvation,3,4.95297,Coomer
Artificer Xy'mox,4,4.22495,Coomer
Lady Inerva Darkvein,5,4.23289,Coomer
The Council of Blood,6,0.02517,Coomer
Shriekwing,0,0.10941,Elevate
Huntsman Altimor,1,2.08299,Elevate
Hungering Destroyer,2,6.9438,Elevate
Sun King's Salvation,3,5.82007,Elevate
Artificer Xy'mox,4,3.46211,Elevate
Lady Inerva Darkvein,5,10.10424,Elevate
The Council of Blood,6,18.84432,Elevate
Sludgefist,7,22.17156,Elevate
Stone Legion Generals,8,9.94541,Elevate
Sire Denathrius,9,41.03165,Elevate
Shriekwing,0,1.43338,Relax
Huntsman Altimor,1,0.92428,Relax
Hungering Destroyer,2,2.60257,Relax
Sun King's Salvation,3,2.41919,Relax
Artificer Xy'mox,4,3.57193,Relax
Lady Inerva Darkvein,5,1.71403,Relax
The Council of Blood,6,8.28017,Relax
Sludgefist,7,8.54406,Relax
Stone Legion Generals,8,26.60989,Relax
Sire Denathrius,9,0.03365,Relax
Shriekwing,0,1.49415,OMG Spiders
Huntsman Altimor,1,0.96592,OMG Spiders
Hungering Destroyer,2,47.13661,OMG Spiders
Sun King's Salvation,3,2.77316,OMG Spiders
Artificer Xy'mox,4,24.7881,OMG Spiders
Lady Inerva Darkvein,5,29.08285,OMG Spiders
The Council of Blood,6,29.08825,OMG Spiders
Sludgefist,7,55.89218,OMG Spiders
Stone Legion Generals,8,137.82177,OMG Spiders
Sire Denathrius,9,0.01488,OMG Spiders
Shriekwing,0,0.31129,Father Figures
Huntsman Altimor,1,1.0723,Father Figures
Hungering Destroyer,2,1.3759,Father Figures
Sun King's Salvation,3,3.93775,Father Figures
Artificer Xy'mox,4,2.87172,Father Figures
Lady Inerva Darkvein,5,0.09516,Father Figures
The Council of Blood,6,0.01257,Father Figures
Sludgefist,7,2.17148,Father Figures
Stone Legion Generals,8,0.02933,Father Figures
Shriekwing,0,1.51489,Disciple
Huntsman Altimor,1,0.58443,Disciple
Hungering Destroyer,2,9.40493,Disciple
Sun King's Salvation,3,4.78372,Disciple
Artificer Xy'mox,4,5.05678,Disciple
Lady Inerva Darkvein,5,3.77023,Disciple
Shriekwing,0,0.06157,External
Huntsman Altimor,1,0.06258,External
Hungering Destroyer,2,0.0782,External
Sun King's Salvation,3,1.01831,External
Artificer Xy'mox,4,0.38319,External
Lady Inerva Darkvein,5,0.08598,External
The Council of Blood,6,0.17293,External
Sludgefist,7,9.8662,External
Stone Legion Generals,8,2.95747,External
Sire Denathrius,9,8.6839,External
Shriekwing,0,1.17232,IVT
Huntsman Altimor,1,1.52237,IVT
Hungering Destroyer,2,3.50931,IVT
Sun King's Salvation,3,51.94865,IVT
Shriekwing,0,0.08356,Bloodlust n Bust
Huntsman Altimor,1,0.17781,Bloodlust n Bust
Hungering Destroyer,2,0.09756,Bloodlust n Bust
Sun King's Salvation,3,0.68843,Bloodlust n Bust
Artificer Xy'mox,4,0.5864,Bloodlust n Bust
The Council of Blood,6,3.55009,Bloodlust n Bust
Sludgefist,7,0.01824,Bloodlust n Bust
Stone Legion Generals,8,0.04631,Bloodlust n Bust
Shriekwing,0,0.52286,Amigos for Life
Huntsman Altimor,1,2.1227,Amigos for Life
Hungering Destroyer,2,6.62363,Amigos for Life
Sun King's Salvation,3,7.18129,Amigos for Life
Artificer Xy'mox,4,0.02366,Amigos for Life
