name,boss_num,prog_time,guild_name
Huntsman Altimor,1,1.01986,Night Crew
Hungering Destroyer,2,0.48434,Night Crew
Sun King's Salvation,3,0.02428,Night Crew
Artificer Xy'mox,4,2.0129,Night Crew
Lady Inerva Darkvein,5,2.90197,Night Crew
Shriekwing,0,0.54057,TBD
Huntsman Altimor,1,0.28913,TBD
Hungering Destroyer,2,0.15727,TBD
Sun King's Salvation,3,3.13866,TBD
Artificer Xy'mox,4,3.61772,TBD
Lady Inerva Darkvein,5,0.33557,TBD
The Council of Blood,6,3.94854,TBD
Sludgefist,7,3.22357,TBD
Stone Legion Generals,8,14.10246,TBD
Sire Denathrius,9,21.29932,TBD
Shriekwing,0,0.84632,One More Try
Huntsman Altimor,1,1.28965,One More Try
Hungering Destroyer,2,6.19159,One More Try
Sun King's Salvation,3,5.16148,One More Try
Artificer Xy'mox,4,3.91054,One More Try
Lady Inerva Darkvein,5,7.53245,One More Try
The Council of Blood,6,0.02014,One More Try
Shriekwing,0,0.53879,Inflexibility
Huntsman Altimor,1,0.59307,Inflexibility
Hungering Destroyer,2,2.94215,Inflexibility
Sun King's Salvation,3,4.25359,Inflexibility
Artificer Xy'mox,4,2.58963,Inflexibility
Lady Inerva Darkvein,5,0.57938,Inflexibility
The Council of Blood,6,0.0221,Inflexibility
Shriekwing,0,0.36844,Deadalus
Huntsman Altimor,1,1.64403,Deadalus
Hungering Destroyer,2,2.01133,Deadalus
Sun King's Salvation,3,5.43819,Deadalus
Artificer Xy'mox,4,2.20079,Deadalus
Lady Inerva Darkvein,5,4.75973,Deadalus
The Council of Blood,6,0.02084,Deadalus
Shriekwing,0,0.96587,Soldati
Huntsman Altimor,1,2.89273,Soldati
Hungering Destroyer,2,3.52112,Soldati
Sun King's Salvation,3,3.08167,Soldati
Artificer Xy'mox,4,6.36947,Soldati
Lady Inerva Darkvein,5,6.12584,Soldati
The Council of Blood,6,14.55998,Soldati
Sludgefist,7,16.60757,Soldati
Stone Legion Generals,8,26.85999,Soldati
Sire Denathrius,9,40.07644,Soldati
Shriekwing,0,0.88092,Wasted Time
Huntsman Altimor,1,0.71252,Wasted Time
Hungering Destroyer,2,3.26023,Wasted Time
Sun King's Salvation,3,1.18395,Wasted Time
Artificer Xy'mox,4,0.03164,Wasted Time
Lady Inerva Darkvein,5,2.79056,Wasted Time
Shriekwing,0,0.53359,Innuendo
Huntsman Altimor,1,0.30605,Innuendo
Hungering Destroyer,2,1.99865,Innuendo
Sun King's Salvation,3,0.19528,Innuendo
Artificer Xy'mox,4,0.02896,Innuendo
Lady Inerva Darkvein,5,0.44977,Innuendo
Shriekwing,0,1.24227,Ninefourone
Huntsman Altimor,1,0.62053,Ninefourone
Hungering Destroyer,2,2.74375,Ninefourone
Sun King's Salvation,3,1.55243,Ninefourone
Artificer Xy'mox,4,4.29427,Ninefourone
Lady Inerva Darkvein,5,1.98455,Ninefourone
The Council of Blood,6,7.58434,Ninefourone
Sludgefist,7,6.57298,Ninefourone
Stone Legion Generals,8,13.84468,Ninefourone
Sire Denathrius,9,13.12696,Ninefourone
Shriekwing,0,0.33793,The Toxic Few
Huntsman Altimor,1,0.14997,The Toxic Few
Hungering Destroyer,2,1.38854,The Toxic Few
Sun King's Salvation,3,5.77882,The Toxic Few
Artificer Xy'mox,4,2.09848,The Toxic Few
Lady Inerva Darkvein,5,0.6159,The Toxic Few
The Council of Blood,6,0.0181,The Toxic Few
Shriekwing,0,0.92617,Wild wie Gina
Huntsman Altimor,1,1.43969,Wild wie Gina
Hungering Destroyer,2,5.03949,Wild wie Gina
Sun King's Salvation,3,0.02523,Wild wie Gina
Artificer Xy'mox,4,5.4818,Wild wie Gina
Lady Inerva Darkvein,5,6.17665,Wild wie Gina
Shriekwing,0,1.79296,The Sanctuary
Huntsman Altimor,1,0.48047,The Sanctuary
Hungering Destroyer,2,7.13131,The Sanctuary
Sun King's Salvation,3,2.81944,The Sanctuary
Artificer Xy'mox,4,4.50706,The Sanctuary
Lady Inerva Darkvein,5,5.4566,The Sanctuary
The Council of Blood,6,15.58421,The Sanctuary
Sludgefist,7,13.45618,The Sanctuary
Stone Legion Generals,8,0.02724,The Sanctuary
Shriekwing,0,0.67219,Segmented
Huntsman Altimor,1,0.91184,Segmented
Hungering Destroyer,2,4.70535,Segmented
Sun King's Salvation,3,6.65658,Segmented
Artificer Xy'mox,4,4.86561,Segmented
Lady Inerva Darkvein,5,5.02367,Segmented
The Council of Blood,6,0.01032,Segmented
Shriekwing,0,2.15752,Crysis
Huntsman Altimor,1,1.98439,Crysis
Hungering Destroyer,2,6.50911,Crysis
Sun King's Salvation,3,0.02493,Crysis
Shriekwing,0,1.12552,Detox
Huntsman Altimor,1,1.66682,Detox
Hungering Destroyer,2,2.62737,Detox
Sun King's Salvation,3,0.88324,Detox
Artificer Xy'mox,4,4.49155,Detox
Lady Inerva Darkvein,5,4.06317,Detox
The Council of Blood,6,10.71993,Detox
Sludgefist,7,10.34513,Detox
Stone Legion Generals,8,25.79159,Detox
Sire Denathrius,9,42.19439,Detox
Shriekwing,0,0.74541,Die Illuminati
Huntsman Altimor,1,0.69214,Die Illuminati
Hungering Destroyer,2,4.0082,Die Illuminati
Sun King's Salvation,3,1.41248,Die Illuminati
Artificer Xy'mox,4,1.48777,Die Illuminati
Lady Inerva Darkvein,5,2.24546,Die Illuminati
The Council of Blood,6,0.07371,Die Illuminati
Shriekwing,0,0.92368,Fine
Huntsman Altimor,1,0.58584,Fine
Hungering Destroyer,2,2.8676,Fine
Sun King's Salvation,3,4.72835,Fine
Artificer Xy'mox,4,4.97944,Fine
Lady Inerva Darkvein,5,1.54151,Fine
The Council of Blood,6,14.04284,Fine
Sludgefist,7,10.15903,Fine
Stone Legion Generals,8,21.68979,Fine
Sire Denathrius,9,30.69762,Fine
Shriekwing,0,0.31495,Locked Out
Huntsman Altimor,1,0.16053,Locked Out
Hungering Destroyer,2,3.55436,Locked Out
Sun King's Salvation,3,1.69516,Locked Out
Artificer Xy'mox,4,4.68593,Locked Out
Lady Inerva Darkvein,5,0.02237,Locked Out
The Council of Blood,6,15.90869,Locked Out
Sludgefist,7,0.01581,Locked Out
Shriekwing,0,0.06381,Catisfaction
Huntsman Altimor,1,0.18024,Catisfaction
Hungering Destroyer,2,0.15503,Catisfaction
Sun King's Salvation,3,0.20691,Catisfaction
Artificer Xy'mox,4,0.71697,Catisfaction
Lady Inerva Darkvein,5,0.63954,Catisfaction
The Council of Blood,6,13.73106,Catisfaction
Sludgefist,7,0.02221,Catisfaction
Shriekwing,0,0.53963,Unknown Entity
Huntsman Altimor,1,0.88202,Unknown Entity
Hungering Destroyer,2,5.21394,Unknown Entity
Sun King's Salvation,3,3.05416,Unknown Entity
Artificer Xy'mox,4,0.63469,Unknown Entity
Lady Inerva Darkvein,5,0.19547,Unknown Entity
The Council of Blood,6,8.96481,Unknown Entity
Sludgefist,7,13.46085,Unknown Entity
Stone Legion Generals,8,23.19057,Unknown Entity
Sire Denathrius,9,15.90232,Unknown Entity
Shriekwing,0,0.09763,Sudden Clarity
Huntsman Altimor,1,0.21537,Sudden Clarity
Hungering Destroyer,2,4.74261,Sudden Clarity
Sun King's Salvation,3,1.28953,Sudden Clarity
Artificer Xy'mox,4,5.80215,Sudden Clarity
Lady Inerva Darkvein,5,0.79466,Sudden Clarity
The Council of Blood,6,0.01272,Sudden Clarity
Shriekwing,0,2.14272,Muh Parse
Huntsman Altimor,1,2.17055,Muh Parse
Hungering Destroyer,2,3.41019,Muh Parse
Sun King's Salvation,3,7.32607,Muh Parse
Artificer Xy'mox,4,6.64356,Muh Parse
Lady Inerva Darkvein,5,0.69439,Muh Parse
The Council of Blood,6,12.22475,Muh Parse
Sludgefist,7,5.99352,Muh Parse
Stone Legion Generals,8,35.39752,Muh Parse
Sire Denathrius,9,0.01925,Muh Parse
Shriekwing,0,1.02786,Endurance
Huntsman Altimor,1,0.82799,Endurance
Hungering Destroyer,2,5.91753,Endurance
Sun King's Salvation,3,9.78068,Endurance
Artificer Xy'mox,4,6.22064,Endurance
Lady Inerva Darkvein,5,3.39588,Endurance
The Council of Blood,6,0.44157,Endurance
Sludgefist,7,1.98615,Endurance
Stone Legion Generals,8,1.91739,Endurance
Sire Denathrius,9,11.91116,Endurance
Shriekwing,0,0.43567,Bloodthorne
Huntsman Altimor,1,0.52308,Bloodthorne
Hungering Destroyer,2,2.83497,Bloodthorne
Sun King's Salvation,3,4.98376,Bloodthorne
Artificer Xy'mox,4,6.4008,Bloodthorne
Lady Inerva Darkvein,5,6.00666,Bloodthorne
Shriekwing,0,0.08358,Endstation Hoffnung
Huntsman Altimor,1,0.1496,Endstation Hoffnung
Hungering Destroyer,2,0.25491,Endstation Hoffnung
Sun King's Salvation,3,1.39489,Endstation Hoffnung
Lady Inerva Darkvein,5,2.07432,Endstation Hoffnung
Shriekwing,0,0.38039,Back In My Day
Huntsman Altimor,1,1.25953,Back In My Day
Hungering Destroyer,2,2.83085,Back In My Day
Sun King's Salvation,3,0.0246,Back In My Day
Artificer Xy'mox,4,0.02755,Back In My Day
Lady Inerva Darkvein,5,0.05832,Back In My Day
Shriekwing,0,0.52536,deathGrab
Huntsman Altimor,1,1.47093,deathGrab
Hungering Destroyer,2,3.01285,deathGrab
Sun King's Salvation,3,2.89508,deathGrab
Artificer Xy'mox,4,1.27451,deathGrab
Lady Inerva Darkvein,5,3.96909,deathGrab
The Council of Blood,6,5.02438,deathGrab
Shriekwing,0,0.10456,Ad Finem
Huntsman Altimor,1,0.99526,Ad Finem
Hungering Destroyer,2,4.10324,Ad Finem
Sun King's Salvation,3,2.14318,Ad Finem
Artificer Xy'mox,4,4.85879,Ad Finem
Lady Inerva Darkvein,5,2.42562,Ad Finem
The Council of Blood,6,9.94968,Ad Finem
Sludgefist,7,9.89026,Ad Finem
Stone Legion Generals,8,23.39886,Ad Finem
Sire Denathrius,9,0.01525,Ad Finem
Shriekwing,0,0.06929,Kräftskiva
Huntsman Altimor,1,0.25222,Kräftskiva
Hungering Destroyer,2,1.0983,Kräftskiva
Sun King's Salvation,3,1.42028,Kräftskiva
Artificer Xy'mox,4,2.53755,Kräftskiva
Lady Inerva Darkvein,5,3.33578,Kräftskiva
The Council of Blood,6,10.91978,Kräftskiva
Sludgefist,7,14.53828,Kräftskiva
Stone Legion Generals,8,0.01147,Kräftskiva
Shriekwing,0,1.00001,Indecisive By Nature
Huntsman Altimor,1,1.72709,Indecisive By Nature
Hungering Destroyer,2,2.33068,Indecisive By Nature
Sun King's Salvation,3,4.54454,Indecisive By Nature
Artificer Xy'mox,4,7.40274,Indecisive By Nature
Lady Inerva Darkvein,5,5.48356,Indecisive By Nature
The Council of Blood,6,0.02626,Indecisive By Nature
Sludgefist,7,13.5997,Indecisive By Nature
Stone Legion Generals,8,29.23594,Indecisive By Nature
Sire Denathrius,9,0.01541,Indecisive By Nature
Shriekwing,0,0.49172,Dark Hearts
Huntsman Altimor,1,1.88254,Dark Hearts
Hungering Destroyer,2,5.71621,Dark Hearts
Sun King's Salvation,3,6.82164,Dark Hearts
Artificer Xy'mox,4,6.40744,Dark Hearts
Lady Inerva Darkvein,5,1.6031,Dark Hearts
The Council of Blood,6,23.87791,Dark Hearts
Sludgefist,7,19.86941,Dark Hearts
Stone Legion Generals,8,0.02369,Dark Hearts
Shriekwing,0,1.41287,Zero Gravity
Huntsman Altimor,1,1.44739,Zero Gravity
Hungering Destroyer,2,1.71713,Zero Gravity
Sun King's Salvation,3,0.99205,Zero Gravity
Artificer Xy'mox,4,1.76021,Zero Gravity
Lady Inerva Darkvein,5,0.34257,Zero Gravity
The Council of Blood,6,12.77369,Zero Gravity
Sludgefist,7,7.0562,Zero Gravity
Stone Legion Generals,8,24.72875,Zero Gravity
Sire Denathrius,9,23.90628,Zero Gravity
Shriekwing,0,0.53436,Equanimity
Huntsman Altimor,1,1.1554,Equanimity
Hungering Destroyer,2,8.12649,Equanimity
Sun King's Salvation,3,0.75576,Equanimity
Artificer Xy'mox,4,2.61666,Equanimity
Lady Inerva Darkvein,5,4.83069,Equanimity
The Council of Blood,6,7.45852,Equanimity
Sludgefist,7,0.66227,Equanimity
Stone Legion Generals,8,0.01991,Equanimity
Shriekwing,0,0.4612,Inevitable
Huntsman Altimor,1,1.58839,Inevitable
Hungering Destroyer,2,3.86206,Inevitable
Sun King's Salvation,3,2.83269,Inevitable
Artificer Xy'mox,4,3.79395,Inevitable
Lady Inerva Darkvein,5,1.84862,Inevitable
The Council of Blood,6,16.80408,Inevitable
Sludgefist,7,0.02181,Inevitable
Shriekwing,0,0.58114,Cold Fury
Huntsman Altimor,1,1.82948,Cold Fury
Hungering Destroyer,2,1.97777,Cold Fury
Sun King's Salvation,3,0.58924,Cold Fury
Artificer Xy'mox,4,2.85054,Cold Fury
Lady Inerva Darkvein,5,4.29716,Cold Fury
The Council of Blood,6,10.35585,Cold Fury
Sludgefist,7,16.61307,Cold Fury
Stone Legion Generals,8,11.02184,Cold Fury
Sire Denathrius,9,21.32912,Cold Fury
Shriekwing,0,0.56047,Scuffed Keys
Huntsman Altimor,1,0.79331,Scuffed Keys
Hungering Destroyer,2,1.41339,Scuffed Keys
Sun King's Salvation,3,3.40538,Scuffed Keys
Artificer Xy'mox,4,2.77207,Scuffed Keys
Lady Inerva Darkvein,5,3.40309,Scuffed Keys
The Council of Blood,6,9.759,Scuffed Keys
Sludgefist,7,8.81461,Scuffed Keys
Stone Legion Generals,8,0.02492,Scuffed Keys
Shriekwing,0,0.14717,Atlas
Huntsman Altimor,1,0.17204,Atlas
Hungering Destroyer,2,0.1878,Atlas
Sun King's Salvation,3,1.52693,Atlas
Artificer Xy'mox,4,3.82798,Atlas
Lady Inerva Darkvein,5,0.07351,Atlas
The Council of Blood,6,14.19737,Atlas
Sludgefist,7,13.53178,Atlas
Stone Legion Generals,8,0.05257,Atlas
Shriekwing,0,0.56775,Prætørian
Huntsman Altimor,1,1.28308,Prætørian
Hungering Destroyer,2,1.93084,Prætørian
Sun King's Salvation,3,1.52557,Prætørian
Lady Inerva Darkvein,5,0.02796,Prætørian
Shriekwing,0,0.24427,Fatal Deviation
Huntsman Altimor,1,1.58513,Fatal Deviation
Hungering Destroyer,2,0.56719,Fatal Deviation
Sun King's Salvation,3,2.97396,Fatal Deviation
Artificer Xy'mox,4,2.64527,Fatal Deviation
Lady Inerva Darkvein,5,2.77846,Fatal Deviation
The Council of Blood,6,12.32684,Fatal Deviation
Sludgefist,7,7.02979,Fatal Deviation
Stone Legion Generals,8,15.33313,Fatal Deviation
Sire Denathrius,9,38.32176,Fatal Deviation
Shriekwing,0,0.26988,vodka
Huntsman Altimor,1,0.28738,vodka
Hungering Destroyer,2,0.11177,vodka
Sun King's Salvation,3,2.86471,vodka
Artificer Xy'mox,4,3.87279,vodka
Lady Inerva Darkvein,5,0.65117,vodka
The Council of Blood,6,4.87998,vodka
Sludgefist,7,4.66176,vodka
Stone Legion Generals,8,19.86709,vodka
Sire Denathrius,9,11.71674,vodka
Shriekwing,0,0.71731,Gutstabbaz
Huntsman Altimor,1,1.90101,Gutstabbaz
Hungering Destroyer,2,2.53047,Gutstabbaz
Sun King's Salvation,3,1.68175,Gutstabbaz
Artificer Xy'mox,4,0.51491,Gutstabbaz
Lady Inerva Darkvein,5,0.94884,Gutstabbaz
The Council of Blood,6,12.19981,Gutstabbaz
Sludgefist,7,4.41443,Gutstabbaz
Stone Legion Generals,8,19.81594,Gutstabbaz
Sire Denathrius,9,32.88592,Gutstabbaz
Shriekwing,0,0.28486,Power Word FRIENDS
Huntsman Altimor,1,0.50224,Power Word FRIENDS
Hungering Destroyer,2,4.78252,Power Word FRIENDS
Sun King's Salvation,3,0.027,Power Word FRIENDS
Shriekwing,0,0.50557,just dont fail
Huntsman Altimor,1,1.83739,just dont fail
Hungering Destroyer,2,4.45803,just dont fail
Sun King's Salvation,3,5.73881,just dont fail
Artificer Xy'mox,4,1.58441,just dont fail
Lady Inerva Darkvein,5,6.13711,just dont fail
The Council of Blood,6,8.9598,just dont fail
Sludgefist,7,0.0069,just dont fail
Shriekwing,0,0.36605,Hole Patrol
Huntsman Altimor,1,0.44252,Hole Patrol
Hungering Destroyer,2,6.21962,Hole Patrol
Sun King's Salvation,3,3.20773,Hole Patrol
Artificer Xy'mox,4,2.02717,Hole Patrol
Lady Inerva Darkvein,5,1.07325,Hole Patrol
The Council of Blood,6,7.60456,Hole Patrol
Sludgefist,7,10.77283,Hole Patrol
Stone Legion Generals,8,0.04832,Hole Patrol
Shriekwing,0,0.09814,Same
Huntsman Altimor,1,0.0915,Same
Hungering Destroyer,2,1.8011,Same
Sun King's Salvation,3,2.07091,Same
Artificer Xy'mox,4,0.04115,Same
Lady Inerva Darkvein,5,1.48182,Same
Shriekwing,0,1.91556,Warcraft and Chill
Huntsman Altimor,1,1.18494,Warcraft and Chill
Hungering Destroyer,2,1.26861,Warcraft and Chill
Sun King's Salvation,3,2.21052,Warcraft and Chill
Artificer Xy'mox,4,2.90043,Warcraft and Chill
Lady Inerva Darkvein,5,3.15877,Warcraft and Chill
The Council of Blood,6,0.02906,Warcraft and Chill
Shriekwing,0,0.72604,Happy Lil Clouds
Huntsman Altimor,1,0.94185,Happy Lil Clouds
Hungering Destroyer,2,1.95829,Happy Lil Clouds
Sun King's Salvation,3,1.89655,Happy Lil Clouds
Artificer Xy'mox,4,1.43615,Happy Lil Clouds
Lady Inerva Darkvein,5,3.70036,Happy Lil Clouds
The Council of Blood,6,4.95546,Happy Lil Clouds
Sludgefist,7,6.22457,Happy Lil Clouds
Stone Legion Generals,8,12.78365,Happy Lil Clouds
Sire Denathrius,9,15.73461,Happy Lil Clouds
Shriekwing,0,0.46902,Malorum
Huntsman Altimor,1,0.88319,Malorum
Hungering Destroyer,2,2.11194,Malorum
Sun King's Salvation,3,3.8694,Malorum
Artificer Xy'mox,4,1.53479,Malorum
Lady Inerva Darkvein,5,6.91691,Malorum
The Council of Blood,6,7.02265,Malorum
Sludgefist,7,4.11096,Malorum
Stone Legion Generals,8,13.10495,Malorum
Sire Denathrius,9,0.94373,Malorum
Shriekwing,0,0.68586,Stones
Huntsman Altimor,1,1.53223,Stones
Hungering Destroyer,2,4.65358,Stones
Sun King's Salvation,3,1.3131,Stones
Artificer Xy'mox,4,2.74762,Stones
Lady Inerva Darkvein,5,0.35719,Stones
The Council of Blood,6,9.72869,Stones
Sludgefist,7,10.5788,Stones
Stone Legion Generals,8,31.09607,Stones
Sire Denathrius,9,12.29512,Stones
Shriekwing,0,1.52961,Assisted Living All Star
Huntsman Altimor,1,0.49678,Assisted Living All Star
Hungering Destroyer,2,4.13426,Assisted Living All Star
Sun King's Salvation,3,2.04104,Assisted Living All Star
Artificer Xy'mox,4,4.98921,Assisted Living All Star
Lady Inerva Darkvein,5,3.31153,Assisted Living All Star
The Council of Blood,6,0.02123,Assisted Living All Star
Shriekwing,0,0.26827,Mango Bay
Huntsman Altimor,1,0.86315,Mango Bay
Hungering Destroyer,2,5.53586,Mango Bay
Sun King's Salvation,3,1.53559,Mango Bay
Artificer Xy'mox,4,2.08699,Mango Bay
Lady Inerva Darkvein,5,0.09456,Mango Bay
The Council of Blood,6,9.63514,Mango Bay
Sludgefist,7,0.02363,Mango Bay
Shriekwing,0,0.18064,Scrawny Grabbers
Huntsman Altimor,1,0.07452,Scrawny Grabbers
Hungering Destroyer,2,0.0111,Scrawny Grabbers
Sun King's Salvation,3,0.43411,Scrawny Grabbers
Lady Inerva Darkvein,5,0.02538,Scrawny Grabbers
The Council of Blood,6,7.31622,Scrawny Grabbers
Sludgefist,7,14.27922,Scrawny Grabbers
Stone Legion Generals,8,28.60013,Scrawny Grabbers
Sire Denathrius,9,0.01177,Scrawny Grabbers
Sludgefist,7,2.99354,Half Credit
Sire Denathrius,9,11.72039,Half Credit
Shriekwing,0,1.73215,Sanguineus Adamas
Huntsman Altimor,1,0.67686,Sanguineus Adamas
Hungering Destroyer,2,7.78453,Sanguineus Adamas
Sun King's Salvation,3,4.758,Sanguineus Adamas
Artificer Xy'mox,4,4.98407,Sanguineus Adamas
Lady Inerva Darkvein,5,5.07165,Sanguineus Adamas
The Council of Blood,6,16.59328,Sanguineus Adamas
Sludgefist,7,0.02083,Sanguineus Adamas
Shriekwing,0,0.09324,Vendor Trash
Huntsman Altimor,1,2.47511,Vendor Trash
Hungering Destroyer,2,7.63573,Vendor Trash
Sun King's Salvation,3,5.60596,Vendor Trash
Artificer Xy'mox,4,6.67502,Vendor Trash
Lady Inerva Darkvein,5,12.42809,Vendor Trash
The Council of Blood,6,7.15154,Vendor Trash
Sludgefist,7,10.57825,Vendor Trash
Stone Legion Generals,8,15.07255,Vendor Trash
Sire Denathrius,9,0.01823,Vendor Trash
Shriekwing,0,0.03853,Karma Horde
Huntsman Altimor,1,1.55366,Karma Horde
Hungering Destroyer,2,7.07767,Karma Horde
Sun King's Salvation,3,2.7172,Karma Horde
Artificer Xy'mox,4,3.14578,Karma Horde
Lady Inerva Darkvein,5,14.26726,Karma Horde
The Council of Blood,6,0.01363,Karma Horde
Shriekwing,0,0.53769,Erudite
Huntsman Altimor,1,0.49058,Erudite
Hungering Destroyer,2,0.62699,Erudite
Sun King's Salvation,3,0.98719,Erudite
Artificer Xy'mox,4,0.39547,Erudite
Lady Inerva Darkvein,5,0.25241,Erudite
The Council of Blood,6,1.65752,Erudite
Sludgefist,7,4.41575,Erudite
Stone Legion Generals,8,0.06325,Erudite
Shriekwing,0,0.69963,Rinse and Repeat
Huntsman Altimor,1,0.29462,Rinse and Repeat
Hungering Destroyer,2,7.77717,Rinse and Repeat
Sun King's Salvation,3,2.6129,Rinse and Repeat
Artificer Xy'mox,4,0.01564,Rinse and Repeat
Lady Inerva Darkvein,5,19.27343,Rinse and Repeat
Shriekwing,0,0.17114,Grumpy old men
Huntsman Altimor,1,0.46696,Grumpy old men
Hungering Destroyer,2,2.03379,Grumpy old men
Sun King's Salvation,3,3.40771,Grumpy old men
Artificer Xy'mox,4,0.95275,Grumpy old men
Lady Inerva Darkvein,5,0.05868,Grumpy old men
Shriekwing,0,0.08972,Solid Lads
Huntsman Altimor,1,1.16351,Solid Lads
Hungering Destroyer,2,0.37074,Solid Lads
Sun King's Salvation,3,0.25117,Solid Lads
Artificer Xy'mox,4,1.19785,Solid Lads
Lady Inerva Darkvein,5,2.36048,Solid Lads
The Council of Blood,6,7.63849,Solid Lads
Sludgefist,7,9.37204,Solid Lads
Stone Legion Generals,8,0.01453,Solid Lads
Shriekwing,0,1.45814,Chilly Willys
Huntsman Altimor,1,0.62876,Chilly Willys
Hungering Destroyer,2,1.43424,Chilly Willys
Sun King's Salvation,3,5.27983,Chilly Willys
Artificer Xy'mox,4,4.09277,Chilly Willys
Lady Inerva Darkvein,5,3.72537,Chilly Willys
The Council of Blood,6,12.32077,Chilly Willys
Sludgefist,7,0.02036,Chilly Willys
Shriekwing,0,0.14596,Awakeníng
Huntsman Altimor,1,0.52797,Awakeníng
Hungering Destroyer,2,3.87963,Awakeníng
Sun King's Salvation,3,2.38344,Awakeníng
Artificer Xy'mox,4,3.0328,Awakeníng
Lady Inerva Darkvein,5,2.98451,Awakeníng
The Council of Blood,6,11.45126,Awakeníng
Sludgefist,7,7.03375,Awakeníng
Stone Legion Generals,8,0.01216,Awakeníng
Shriekwing,0,0.3623,Mediocrity
Huntsman Altimor,1,0.36873,Mediocrity
Hungering Destroyer,2,3.5818,Mediocrity
Sun King's Salvation,3,2.1584,Mediocrity
Artificer Xy'mox,4,1.99432,Mediocrity
Lady Inerva Darkvein,5,2.61007,Mediocrity
The Council of Blood,6,9.1843,Mediocrity
Sludgefist,7,9.3586,Mediocrity
Stone Legion Generals,8,24.57933,Mediocrity
Sire Denathrius,9,0.01927,Mediocrity
Shriekwing,0,0.69309,Adcetris
Huntsman Altimor,1,0.16916,Adcetris
Hungering Destroyer,2,4.26088,Adcetris
Sun King's Salvation,3,4.07942,Adcetris
Artificer Xy'mox,4,7.46569,Adcetris
Lady Inerva Darkvein,5,5.01154,Adcetris
Shriekwing,0,0.57131,Lendas Vivas
Huntsman Altimor,1,1.77096,Lendas Vivas
Hungering Destroyer,2,10.63749,Lendas Vivas
Sun King's Salvation,3,0.02525,Lendas Vivas
Shriekwing,0,0.98726,Only One Wipe
Huntsman Altimor,1,1.54847,Only One Wipe
Hungering Destroyer,2,6.34702,Only One Wipe
Artificer Xy'mox,4,0.02389,Only One Wipe
Lady Inerva Darkvein,5,7.43883,Only One Wipe
Shriekwing,0,0.49433,And The Neighborhood
Huntsman Altimor,1,1.75661,And The Neighborhood
Hungering Destroyer,2,4.16238,And The Neighborhood
Sun King's Salvation,3,4.63306,And The Neighborhood
Artificer Xy'mox,4,8.07147,And The Neighborhood
Lady Inerva Darkvein,5,6.06757,And The Neighborhood
The Council of Blood,6,7.35949,And The Neighborhood
Sludgefist,7,11.80455,And The Neighborhood
Stone Legion Generals,8,17.10263,And The Neighborhood
Sire Denathrius,9,0.00881,And The Neighborhood
Shriekwing,0,0.36509,Beware of Yeti
Huntsman Altimor,1,0.5707,Beware of Yeti
Hungering Destroyer,2,4.18257,Beware of Yeti
Sun King's Salvation,3,1.87429,Beware of Yeti
Artificer Xy'mox,4,3.36374,Beware of Yeti
Lady Inerva Darkvein,5,0.31457,Beware of Yeti
The Council of Blood,6,5.49798,Beware of Yeti
Sludgefist,7,8.33991,Beware of Yeti
Stone Legion Generals,8,17.50696,Beware of Yeti
Sire Denathrius,9,22.5319,Beware of Yeti
Shriekwing,0,1.68478,Dyntka
Huntsman Altimor,1,1.69902,Dyntka
Hungering Destroyer,2,0.1273,Dyntka
Sun King's Salvation,3,3.15714,Dyntka
Artificer Xy'mox,4,5.35541,Dyntka
Lady Inerva Darkvein,5,2.95605,Dyntka
Shriekwing,0,0.78852,SIMC
Huntsman Altimor,1,1.67794,SIMC
Hungering Destroyer,2,5.5604,SIMC
Sun King's Salvation,3,0.54099,SIMC
Artificer Xy'mox,4,0,SIMC
Lady Inerva Darkvein,5,4.1417,SIMC
The Council of Blood,6,0.03782,SIMC
Sludgefist,7,0.02297,SIMC
Shriekwing,0,0.10876,Chimps
Huntsman Altimor,1,0.53286,Chimps
Hungering Destroyer,2,3.89912,Chimps
Sun King's Salvation,3,5.79078,Chimps
Artificer Xy'mox,4,4.38138,Chimps
Lady Inerva Darkvein,5,2.49696,Chimps
The Council of Blood,6,16.08997,Chimps
Sludgefist,7,17.65545,Chimps
Stone Legion Generals,8,0.01782,Chimps
Shriekwing,0,0.78133,The Burning Seagull
Huntsman Altimor,1,0.79041,The Burning Seagull
Hungering Destroyer,2,7.29533,The Burning Seagull
Sun King's Salvation,3,2.04321,The Burning Seagull
Artificer Xy'mox,4,8.5193,The Burning Seagull
Lady Inerva Darkvein,5,2.07187,The Burning Seagull
The Council of Blood,6,14.71014,The Burning Seagull
Sludgefist,7,11.01398,The Burning Seagull
Stone Legion Generals,8,49.24604,The Burning Seagull
Sire Denathrius,9,0.01127,The Burning Seagull
Shriekwing,0,0.24049,Naked Cowboys
Huntsman Altimor,1,2.24485,Naked Cowboys
Hungering Destroyer,2,5.03955,Naked Cowboys
Sun King's Salvation,3,0.02493,Naked Cowboys
Shriekwing,0,0.68863,Imminent
Huntsman Altimor,1,3.01094,Imminent
Hungering Destroyer,2,3.33587,Imminent
Sun King's Salvation,3,4.25556,Imminent
Artificer Xy'mox,4,4.6779,Imminent
Lady Inerva Darkvein,5,3.90828,Imminent
The Council of Blood,6,12.36331,Imminent
Sludgefist,7,10.32235,Imminent
Stone Legion Generals,8,23.04097,Imminent
Sire Denathrius,9,26.61287,Imminent
Shriekwing,0,0.80583,Surrendering IRL
Huntsman Altimor,1,0.70481,Surrendering IRL
